"developer","provider_type","program_year","tot_provs_report_developer","tot_provs_report_2015_edition","tot_provs_report_2014_edition","tot_provs_report_2011_edition","product_type"
"i2i Systems","professional",2014,22,0,18,4,"Commercial"
"Iatric Systems, Inc.","professional",2014,80,0,19,61,"Commercial"
"Ibeza LLC","professional",2014,2,0,2,0,"Commercial"
"ICANotes LLC","professional",2014,57,0,31,26,"Commercial"
"iChartsMD","professional",2014,4,0,0,4,"Commercial"
"ICS Software, Ltd.","professional",2014,489,0,489,0,"Commercial"
"ifa united i-tech Inc.","professional",2014,125,0,30,95,"Commercial"
"Imagine MD, LLC","professional",2014,1,0,0,1,"Commercial"
"ImagingElements LLC","professional",2014,219,0,0,219,"Commercial"
"iMDsoft","professional",2014,66,0,0,66,"Commercial"
"iMed Software Corporation","professional",2014,97,0,0,97,"Commercial"
"iMedicWare","professional",2014,228,0,12,216,"Commercial"
"Indian Health Service","professional",2014,368,0,3,365,"Commercial"
"Infinite Software Solutions Inc. [D/B/A MD-Reports]","professional",2014,93,0,0,93,"Commercial"
"Infinitt North America","professional",2014,43,0,0,43,"Commercial"
"Infinity Practice Partners","professional",2014,1,0,0,1,"Commercial"
"Infomedika, Inc.","professional",2014,1,0,0,1,"Commercial"
"InfoQuest Systems","professional",2014,5,0,0,5,"Commercial"
"Infor-Med Medical Information Systems Inc.","professional",2014,180,0,0,180,"Commercial"
"Inforia, Inc","professional",2014,20,0,13,7,"Commercial"
"Ingenix","professional",2014,167,0,0,167,"Commercial"
"Inmediata Health Group Corporation","professional",2014,42,0,6,36,"Commercial"
"Innovative Medical Practice Solutions","professional",2014,26,0,0,26,"Commercial"
"InPracSys","professional",2014,29,0,6,23,"Commercial"
"Insight Software, LLC","professional",2014,264,0,129,135,"Commercial"
"Instakare Accentia Healthcare Solutions Corporation","professional",2014,1,0,0,1,"Commercial"
"Instant Health Care","professional",2014,2,0,0,2,"Commercial"
"InstantDx, LLC","professional",2014,1,0,0,1,"Commercial"
"Institute for Health Metrics","professional",2014,8,0,0,8,"Commercial"
"Integrated Document Solutions, Inc.","professional",2014,11,0,0,11,"Commercial"
"Integrated Health Care Solutions","professional",2014,36,0,0,36,"Commercial"
"Integrated Practice Solutions, Inc.","professional",2014,4395,0,3135,1260,"Commercial"
"Integrated Systems Management, Inc.","professional",2014,116,0,68,48,"Commercial"
"INTEGRIS Health","professional",2014,199,0,199,0,"Self-developed"
"Integritas, Inc.","professional",2014,3,0,0,3,"Commercial"
"Integrity Digital Solutions, LLC","professional",2014,247,0,190,57,"Commercial"
"Intelerad Medical Systems Incorporated","professional",2014,50,0,0,50,"Commercial"
"InteliChart LLC","professional",2014,209,0,208,1,"Commercial"
"Intellicure, Inc.","professional",2014,8,0,2,6,"Commercial"
"Intermountain Healthcare","professional",2014,835,0,7,828,"Self-developed"
"InterSystems Corporation","professional",2014,155,0,6,149,"Commercial"
"Intivia, Inc.","professional",2014,71,0,0,71,"Commercial"
"IntrinsiQ LLC","professional",2014,46,0,0,46,"Commercial"
"IntrinsiQ Specialty Solutions, Inc. FBO Healthtronics Information Technology Solutions Inc.","professional",2014,947,0,22,925,"Commercial"
"Intuit Health","professional",2014,11,0,0,11,"Commercial"
"Intuitive Medical Documents","professional",2014,13,0,0,13,"Commercial"
"Intuitive Medical Software","professional",2014,791,0,1,790,"Commercial"
"InTUUN Systems","professional",2014,11,0,0,11,"Commercial"
"IO Practiceware, Inc.","professional",2014,420,0,81,339,"Commercial"
"IOD Incorporated","professional",2014,137,0,0,137,"Commercial"
"IOS Health Systems","professional",2014,188,0,85,103,"Commercial"
"iPatientCare, Inc.","professional",2014,155,0,144,11,"Commercial"
"IQ-EQ Systems, LLC","professional",2014,3,0,0,3,"Commercial"
"Iris Medical Services LLC","professional",2014,10,0,0,10,"Commercial"
"iSALUS Healthcare","professional",2014,149,0,80,69,"Commercial"
"Jardogs","professional",2014,628,0,0,628,"Commercial"
"Jefferson Technical Services, LLC","professional",2014,14,0,0,14,"Commercial"
"Kabot Systems","professional",2014,3,0,0,3,"Commercial"
"Kareo, Inc.","professional",2014,394,0,376,18,"Commercial"
"Keiser Computers, Inc.","professional",2014,110,0,0,110,"Commercial"
"KeyMed, LLC","professional",2014,105,0,0,105,"Commercial"
"Kirman Eye","professional",2014,2,0,2,0,"Self-developed"
"Kryptiq Corporation","professional",2014,97,0,0,97,"Commercial"
"Lahey Clinic Foundation Inc","professional",2014,418,0,0,418,"Self-developed"
"Lavender & Wyatt Systems, Inc.","professional",2014,4,0,0,4,"Commercial"
"LCD Solutions, Inc.","professional",2014,5,0,0,5,"Commercial"
"LeonardoMD","professional",2014,33,0,15,18,"Commercial"
"Lester E. Cox Medical Centers (DBA: CoxHealth)","professional",2014,228,0,0,228,"Self-developed"
"Life Care Centers of America","professional",2014,53,0,17,36,"Self-developed"
"Life Systems Software","professional",2014,89,0,0,89,"Commercial"
"LIN Software, LLC","professional",2014,32,0,1,31,"Commercial"
"Liquid Medical Office, Inc.","professional",2014,11,0,0,11,"Commercial"
"LiquidEHR, Inc.","professional",2014,23,0,0,23,"Commercial"
"LogRhythm, Inc.","professional",2014,37,0,37,0,"Commercial"
"LSS Data Systems","professional",2014,924,0,588,336,"Commercial"
"Lumeris Solutions LLC","professional",2014,23,0,1,22,"Commercial"
"M.S. Group Software, LLC","professional",2014,32,0,14,18,"Commercial"
"M2comsys","professional",2014,4,0,1,3,"Commercial"
"M3 Healthcare Solutions","professional",2014,1,0,0,1,"Commercial"
"MacPractice, Inc.","professional",2014,605,0,47,558,"Commercial"
"MagView","professional",2014,107,0,0,107,"Commercial"
"Mammography Reporting System Inc.","professional",2014,1,0,0,1,"Commercial"
"ManagementPlus","professional",2014,318,0,230,88,"Commercial"
"Marshfield Clinic","professional",2014,739,0,597,142,"Commercial"
"Massachusetts eHealth Collaborative (MAeHC)","professional",2014,350,0,350,0,"Commercial"
"Massachusetts General Hospital","professional",2014,140,0,2,138,"Self-developed"
"Max Systems Inc.","professional",2014,13,0,0,13,"Commercial"
"McKesson","professional",2014,3116,0,1884,1232,"Commercial"
"MCS - Medical Communication Systems, Inc.","professional",2014,56,0,0,56,"Commercial"
"MD Logic, Inc.","professional",2014,357,0,95,262,"Commercial"
"MD On-Line, Inc.","professional",2014,197,0,188,9,"Commercial"
"MD Synergy Solutions, LLC","professional",2014,62,0,31,31,"Commercial"
"MD Web Solutions","professional",2014,11,0,0,11,"Commercial"
"MDIntelleSys, LLC","professional",2014,652,0,564,88,"Commercial"
"MDLAND","professional",2014,114,0,27,87,"Commercial"
"MDoffice, Inc.","professional",2014,399,0,0,399,"Commercial"
"MDRhythm, LLC","professional",2014,11,0,0,11,"Commercial"
"Med USA","professional",2014,12,0,11,1,"Commercial"
"MED3000, Inc","professional",2014,812,0,0,812,"Commercial"
"MedAffinity Corporation","professional",2014,3,0,0,3,"Commercial"
"MEDARC LLC","professional",2014,1,0,0,1,"Commercial"
"Medaxion, Inc.","professional",2014,283,0,283,0,"Commercial"
"Medaxis Corporation","professional",2014,8,0,0,8,"Commercial"
"MedAZ.Net, LLC","professional",2014,21,0,0,21,"Commercial"
"Medcom Information Systems, Inc.","professional",2014,18,0,0,18,"Commercial"
"MedcomSoft","professional",2014,22,0,0,22,"Commercial"
"MedConnect, Inc.","professional",2014,210,0,173,37,"Commercial"
"MedCPU Inc.","professional",2014,94,0,0,94,"Commercial"
"MEDENT - Community Computer Service, Inc.","professional",2014,3583,0,2275,1308,"Commercial"
"MedEvolve","professional",2014,42,0,31,11,"Commercial"
"Medflow Holdings, LLC","professional",2014,1626,0,1118,508,"Commercial"
"Medfusion, Inc.","professional",2014,367,0,321,46,"Commercial"
"MEDHOST","professional",2014,41,0,41,0,"Commercial"
"Medi-EHR, LLC","professional",2014,74,0,0,74,"Commercial"
"Medical Efficiency Systems, LLC","professional",2014,3,0,0,3,"Commercial"
"Medical Informatics Engineering","professional",2014,191,0,108,83,"Commercial"
"Medical Information Technology, Inc. (MEDITECH)","professional",2014,895,0,873,22,"Commercial"
"Medical Mastermind","professional",2014,59,0,53,6,"Commercial"
"Medical Office Online","professional",2014,38,0,0,38,"Commercial"
"Medical Office Technologies, Inc.","professional",2014,463,0,99,364,"Commercial"
"Medical Research Analytics and Informatics Alliance (MRAIA)","professional",2014,620,0,620,0,"Self-developed"
"Medical Transcription Billing Corporation (MTBC)","professional",2014,151,0,127,24,"Commercial"
"Medical Voice Products, Inc.","professional",2014,12,0,0,12,"Commercial"
"MedicalMine Inc.","professional",2014,2,0,2,0,"Commercial"
"Medicat, LLC","professional",2014,6,0,0,6,"Commercial"
"MedicBright Technologies, LLC","professional",2014,3,0,0,3,"Commercial"
"Medicfusion Inc.","professional",2014,73,0,0,73,"Commercial"
"Medicity, Inc.","professional",2014,1,0,0,1,"Commercial"
"MediGeek LLC dba Medicfusion","professional",2014,147,0,0,147,"Commercial"
"MedInformatix","professional",2014,1586,0,274,1312,"Commercial"
"MediRec, Inc.","professional",2014,5,0,0,5,"Commercial"
"Medisolv Inc","professional",2014,33,0,33,0,"Commercial"
"MediSYS","professional",2014,76,0,0,76,"Commercial"
"Meditab Software Inc.","professional",2014,1099,0,368,731,"Commercial"
"MedLink International, Inc","professional",2014,14,0,0,14,"Commercial"
"MedMagic LLC","professional",2014,14,0,0,14,"Self-developed"
"MedNet Medical Solutions","professional",2014,15,0,13,2,"Commercial"
"MedPlus, A Quest Diagnostics Company","professional",2014,889,0,0,889,"Commercial"
"medQ inc.","professional",2014,130,0,0,130,"Commercial"
"Medrium Inc.","professional",2014,1,0,0,1,"Commercial"
"MedSeek, Inc.","professional",2014,1424,0,238,1186,"Commercial"
"Medstreaming EMR, LLC","professional",2014,170,0,159,11,"Commercial"
"MedSym, Inc.","professional",2014,183,0,0,183,"Commercial"
"MedSys Inc","professional",2014,4,0,0,4,"Commercial"
"Medtech, Inc.","professional",2014,57,0,0,57,"Commercial"
"MEDTRON Software Intelligence Corporation","professional",2014,33,0,1,32,"Commercial"
"MedWorxs LLC","professional",2014,20,0,5,15,"Commercial"
"MedXLnce, Inc.","professional",2014,9,0,2,7,"Commercial"
"Mercury Solutions, LLC","professional",2014,43,0,0,43,"Commercial"
"Merge Healthcare, Inc.","professional",2014,989,0,285,704,"Commercial"
"meridianEMR, Inc.","professional",2014,460,0,0,460,"Commercial"
"Meridios, Ltd.","professional",2014,170,0,0,170,"Commercial"
"Metasolutions Inc","professional",2014,1,0,0,1,"Commercial"
"Micro-Med, Inc.","professional",2014,4,0,0,4,"Commercial"
"MicroFour, Inc.","professional",2014,362,0,231,131,"Commercial"
"Microsoft Corporation","professional",2014,148,0,114,34,"Commercial"
"Midwest Software, LLC","professional",2014,173,0,0,173,"Commercial"
"Mighty Oak Technology, Inc.","professional",2014,249,0,0,249,"Commercial"
"MindLinc","professional",2014,18,0,0,18,"Commercial"
"Miraca Life Sciences","professional",2014,2,0,2,0,"Commercial"
"Mitochon Systems, Inc.","professional",2014,16,0,0,16,"Commercial"
"MN Systems","professional",2014,20,0,0,20,"Commercial"
"Mobiusoft LLC","professional",2014,2,0,0,2,"Commercial"
"Modernizing Medicine, Inc.","professional",2014,1859,0,1510,349,"Commercial"
"ModuleMD","professional",2014,58,0,19,39,"Commercial"
"Mountain Computer Systems","professional",2014,8,0,0,8,"Commercial"
"Mountainside Software, Inc.","professional",2014,13,0,0,13,"Commercial"
"MPN Software Systems, Inc.","professional",2014,1059,0,0,1059,"Commercial"
"MxSecure, Inc.","professional",2014,5,0,0,5,"Commercial"
"MyChartsOnline, Inc.","professional",2014,16,0,0,16,"Commercial"
"myhELO, Inc.","professional",2014,57,0,57,0,"Commercial"
"MyOnlineDr","professional",2014,5,0,0,5,"Commercial"
"NantHealth, Inc.","professional",2014,444,0,444,0,"Commercial"
"National Medical Imaging Company","professional",2014,1,0,0,1,"Commercial"
"Navigating Cancer, Inc.","professional",2014,60,0,0,60,"Commercial"
"NaviNet","professional",2014,2,0,0,2,"Commercial"
"NCG Medical Systems, Inc.","professional",2014,162,0,1,161,"Commercial"
"Nemo Capital Partners","professional",2014,33,0,32,1,"Commercial"
"NeoDeck Holdings","professional",2014,112,0,1,111,"Commercial"
"Nesticon, LLC.","professional",2014,6,0,0,6,"Commercial"
"Net Health","professional",2014,75,0,54,21,"Commercial"
"NetConnect Healthcare Systems, LLC","professional",2014,3,0,0,3,"Commercial"
"Netsmart Technologies","professional",2014,29,0,0,29,"Commercial"
"Networking Technology dba RxNT","professional",2014,703,0,581,122,"Commercial"
"NewYork-Presbyterian Hospital","professional",2014,6,0,0,6,"Self-developed"
"NexSched, LLC","professional",2014,13,0,0,13,"Commercial"
"Nexsyis","professional",2014,6,0,0,6,"Commercial"
"NexTech Systems Inc.","professional",2014,1591,0,1184,407,"Commercial"
"nextEMR, LLC","professional",2014,4,0,0,4,"Commercial"
"NextGen Healthcare","professional",2014,18810,0,7535,11275,"Commercial"
"NextServices, Inc.","professional",2014,6,0,0,6,"Commercial"
"Nexus Clinical LLC","professional",2014,3,0,3,0,"Commercial"
"Nightingale Informatix Corporation","professional",2014,2,0,0,2,"Commercial"
"NoMoreClipboard, LLC","professional",2014,30,0,30,0,"Commercial"
"Nortec Software Inc","professional",2014,3,0,0,3,"Commercial"
"Northwestern University","professional",2014,863,0,750,113,"Self-developed"
"Noteworthy Medical Systems, Inc.","professional",2014,95,0,0,95,"Commercial"
"Nth Technologies, Inc.","professional",2014,4,0,2,2,"Commercial"
"Nuesoft Technologies, Inc.","professional",2014,55,0,0,55,"Commercial"
"OA Systems, Inc.","professional",2014,3,0,3,0,"Commercial"
"OCERIS, Inc.","professional",2014,70,0,37,33,"Commercial"
"OD Link","professional",2014,39,0,0,39,"Commercial"
"ODOS Industries, Inc.","professional",2014,107,0,0,107,"Commercial"
"OEMR","professional",2014,199,0,0,199,"Commercial"
"Office Ally, Inc.","professional",2014,671,0,342,329,"Commercial"
"Omedix, Inc.","professional",2014,12,0,6,6,"Commercial"
"One Healthcare Solution, Inc.","professional",2014,52,0,0,52,"Commercial"
"Open Software Solutions, LLC","professional",2014,3,0,0,3,"Commercial"
"OptumInsight","professional",2014,597,0,216,381,"Commercial"
"Orchard Software Corporation","professional",2014,2,0,2,0,"Commercial"
"Origin Healthcare Solutions","professional",2014,184,0,7,177,"Commercial"
"Orion Health","professional",2014,267,0,180,87,"Commercial"
"OT EMR, Inc.","professional",2014,24,0,3,21,"Commercial"
"Oxbow Intellectual Property, LLC","professional",2014,5,0,0,5,"Commercial"
"Pacific Medical Communications, Inc.","professional",2014,19,0,0,19,"Commercial"
"PAL/MED Development, LLC","professional",2014,3,0,0,3,"Commercial"
"Paramount Health Solutions LLC","professional",2014,3,0,0,3,"Commercial"
"Partners Healthcare System","professional",2014,2924,0,2614,310,"Self-developed"
"Patagonia Health","professional",2014,9,0,0,9,"Commercial"
"Patient First","professional",2014,237,0,212,25,"Self-developed"
"PatientClick, Inc.","professional",2014,7,0,0,7,"Commercial"
"patientNOW","professional",2014,67,0,0,67,"Commercial"
"PBO Corporation","professional",2014,48,0,0,48,"Commercial"
"PBSI - Positive Business Solutions, Inc.","professional",2014,81,0,0,81,"Commercial"
"PCIS GOLD","professional",2014,85,0,82,3,"Commercial"
"Penn Medical Informatics Systems, Inc.","professional",2014,148,0,24,124,"Commercial"
"Phoenix Ortho, LLC","professional",2014,456,0,300,156,"Commercial"
"Phunkey, INC","professional",2014,145,0,145,0,"Commercial"
"Phyaura, LLC","professional",2014,4,0,0,4,"Commercial"
"Physician's Computer Company","professional",2014,1,0,0,1,"Commercial"
"Physician Software Solutions","professional",2014,4,0,0,4,"Self-developed"
"Phytel, Inc.","professional",2014,94,0,93,1,"Commercial"
"Pinnacle Management Group, INC","professional",2014,187,0,0,187,"Commercial"
"Platinum System C.R. Corp","professional",2014,8,0,0,8,"Commercial"
"PlatinumMD","professional",2014,31,0,0,31,"Commercial"
"Plexus Information Systems, Inc.","professional",2014,35,0,24,11,"Commercial"
"Point and Click Solutions, Inc.","professional",2014,26,0,0,26,"Commercial"
"Polaris Management, Inc.","professional",2014,42,0,0,42,"Commercial"
"Practice Director","professional",2014,24,0,0,24,"Commercial"
"Practice Fusion","professional",2014,8411,0,4122,4289,"Commercial"
"Practice Today","professional",2014,4,0,0,4,"Commercial"
"Practice Velocity, LLC","professional",2014,150,0,48,102,"Commercial"
"PracticeSuite, Inc.","professional",2014,5,0,3,2,"Commercial"
"Prematics","professional",2014,1,0,0,1,"Commercial"
"Prime Clinical Systems, Inc.","professional",2014,531,0,0,531,"Commercial"
"PriMedx Solutions, LLC","professional",2014,1,0,0,1,"Commercial"
"PrimeSource Healthcare Systems, Inc.","professional",2014,42,0,0,42,"Commercial"
"Professional Data Services, Inc.","professional",2014,10,0,10,0,"Commercial"
"Prognosis Innovation Healthcare","professional",2014,1,0,0,1,"Commercial"
"ProNex Inc.","professional",2014,9,0,0,9,"Commercial"
"ProVation Medical","professional",2014,3,0,0,3,"Commercial"
